product_name,brewery,stats
Nillerzzzzz,Forager Brewing Company,"You:
Not rated
From:
Forager Brewing Company
  Minnesota, United States
Style:
American Imperial Stout
Ranked #28
ABV:
14%
Score:
100
Ranked #143
Avg:
4.58 | pDev: 5.24%
Reviews:
19
Ratings:
158
Status:
Active
Rated:
Jul 05, 2025
Added:
Mar 23, 2018 by gatornation
Wants:
  63
Gots:
  6"
Truth,Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
American Imperial Stout
Ranked #27
ABV:
12.3%
Score:
100
Ranked #144
Avg:
4.59 | pDev: 7.84%
Reviews:
19
Ratings:
140
Status:
Active
Rated:
Tuesday at 06:54 PM
Added:
Feb 27, 2015 by Dicers
Wants:
  31
Gots:
  4"
JJJuiceee Machine,Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
New England IPA
Ranked #31
ABV:
8.6%
Score:
100
Ranked #145
Avg:
4.55 | pDev: 5.71%
Reviews:
39
Ratings:
255
Status:
Active
Rated:
May 26, 2025
Added:
Jun 18, 2021 by FBarber
Wants:
  15
Gots:
  15"
Lou Pepe - Gueuze,Brasserie Cantillon,"You:
Not rated
From:
Brasserie Cantillon
  Belgium
Style:
Gueuze
Ranked #3
ABV:
5%
Score:
100
Ranked #146
Avg:
4.51 | pDev: 7.32%
Reviews:
220
Ratings:
1,276
Status:
Active
Rated:
Jun 26, 2025
Added:
Nov 30, 2003 by TheLongBeachBum
Wants:
  1,196
Gots:
  270"
Trappistes Rochefort 10,Brasserie de Rochefort,"You:
Not rated
From:
Brasserie de Rochefort
  Belgium
Style:
Quadrupel (Quad)
Ranked #2
ABV:
11.3%
Score:
99
Ranked #147
Avg:
4.5 | pDev: 9.56%
Reviews:
3,110
Ratings:
10,060
Status:
Active
Rated:
Sep 14, 2025
Added:
Nov 05, 2000 by Todd
Wants:
  997
Gots:
  2,889"
Society & Solitude #6,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
New England IPA
Ranked #35
ABV:
8%
Score:
99
Ranked #148
Avg:
4.51 | pDev: 5.54%
Reviews:
126
Ratings:
1,057
Status:
Active
Rated:
May 15, 2025
Added:
Feb 28, 2013 by claytong
Wants:
  229
Gots:
  84"
Art,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
Saison
Ranked #13
ABV:
6.5%
Score:
99
Ranked #149
Avg:
4.52 | pDev: 7.52%
Reviews:
98
Ratings:
556
Status:
Active
Rated:
Aug 16, 2025
Added:
Mar 01, 2011 by t0rin0
Wants:
  562
Gots:
  55"
Montmorency Vs Balaton,Jester King Brewery,"You:
Not rated
From:
Jester King Brewery
  Texas, United States
Style:
Wild Ale
Ranked #9
ABV:
6.1%
Score:
99
Ranked #150
Avg:
4.51 | pDev: 6.87%
Reviews:
95
Ratings:
962
Status:
Active
Rated:
Jan 11, 2025
Added:
Feb 27, 2014 by Uanof
Wants:
  584
Gots:
  138"
BVC,Side Project Brewing,"You:
Not rated
From:
Side Project Brewing
  Missouri, United States
Style:
American Imperial Stout
Ranked #24
ABV:
15%
Score:
99
Ranked #151
Avg:
4.64 | pDev: 4.53%
Reviews:
7
Ratings:
85
Status:
Active
Rated:
Sep 14, 2025
Added:
May 05, 2019 by Luscious_Malfoy
Wants:
  8
Gots:
  7"
Susan,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
American IPA
Ranked #1
ABV:
6%
Score:
99
Ranked #152
Avg:
4.5 | pDev: 6.67%
Reviews:
244
Ratings:
2,150
Status:
Active
Rated:
Saturday at 08:59 PM
Added:
Oct 25, 2012 by MasterSki
Wants:
  724
Gots:
  339"
Speedway Stout - Vietnamese Coffee,AleSmith Brewing Company,"You:
Not rated
From:
AleSmith Brewing Company
  California, United States
Style:
American Imperial Stout
Ranked #45
ABV:
12%
Score:
99
Ranked #153
Avg:
4.5 | pDev: 6.67%
Reviews:
202
Ratings:
2,020
Status:
Active
Rated:
Aug 11, 2025
Added:
Nov 13, 2011 by brew3crew
Wants:
  530
Gots:
  296"
Double Dry Hopped Mylar Bags,Other Half Brewing - Center Street,"You:
Not rated
From:
Other Half Brewing - Center Street
  New York, United States
Style:
New England IPA
Ranked #36
ABV:
8.5%
Score:
99
Ranked #154
Avg:
4.51 | pDev: 5.76%
Reviews:
131
Ratings:
697
Status:
Active
Rated:
Jun 08, 2025
Added:
Dec 27, 2016 by vfgccp
Wants:
  47
Gots:
  69"
Modem Tones - Bourbon Barrel-Aged - Vanilla,Modern Times Beer,"You:
Not rated
From:
Modern Times Beer
  California, United States
Style:
American Imperial Stout
Ranked #35
ABV:
14.4%
Score:
99
Ranked #155
Avg:
4.57 | pDev: 7.88%
Reviews:
22
Ratings:
155
Status:
Active
Rated:
Jun 17, 2025
Added:
Dec 30, 2017 by superspak
Wants:
  38
Gots:
  9"
Double Dry Hopped Melcher Street,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
New England IPA
Ranked #38
ABV:
7.2%
Score:
99
Ranked #156
Avg:
4.5 | pDev: 6%
Reviews:
196
Ratings:
1,432
Status:
Active
Rated:
Aug 08, 2025
Added:
Dec 17, 2014 by American_Hawk
Wants:
  161
Gots:
  236"
Fort Point Pale Ale - Mosaic Dry Hopped,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
American Pale Ale
Ranked #5
ABV:
6.6%
Score:
99
Ranked #157
Avg:
4.5 | pDev: 6%
Reviews:
154
Ratings:
1,304
Status:
Active
Rated:
Jul 10, 2025
Added:
Jan 16, 2015 by acurtis
Wants:
  190
Gots:
  211"
Heavy Mettle,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
New England IPA
Ranked #39
ABV:
9.3%
Score:
99
Ranked #158
Avg:
4.5 | pDev: 6.89%
Reviews:
159
Ratings:
1,244
Status:
Active
Rated:
Aug 12, 2025
Added:
Jul 26, 2014 by aedgett12
Wants:
  361
Gots:
  214"
Oude Geuze Golden Blend,Brouwerij 3 Fonteinen,"You:
Not rated
From:
Brouwerij 3 Fonteinen
  Belgium
Style:
Gueuze
Ranked #4
ABV:
6.7%
Score:
99
Ranked #159
Avg:
4.5 | pDev: 6.67%
Reviews:
216
Ratings:
1,215
Status:
Active
Rated:
Jul 07, 2025
Added:
Mar 14, 2012 by rvdoorn
Wants:
  287
Gots:
  321"
Hommage,Brouwerij 3 Fonteinen,"You:
Not rated
From:
Brouwerij 3 Fonteinen
  Belgium
Style:
Fruit Lambic
Ranked #7
ABV:
6.3%
Score:
99
Ranked #160
Avg:
4.5 | pDev: 8%
Reviews:
238
Ratings:
1,192
Status:
Active
Rated:
Aug 31, 2025
Added:
Oct 14, 2007 by Phatz
Wants:
  768
Gots:
  190"
Saison Bernice,Sante Adairius Rustic Ales,"You:
Not rated
From:
Sante Adairius Rustic Ales
  California, United States
Style:
Saison
Ranked #15
ABV:
6.5%
Score:
99
Ranked #161
Avg:
4.5 | pDev: 6%
Reviews:
121
Ratings:
1,096
Status:
Active
Rated:
Saturday at 05:08 PM
Added:
Aug 18, 2012 by illidurit
Wants:
  498
Gots:
  131"
Upper Case,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
New England IPA
Ranked #41
ABV:
9%
Score:
99
Ranked #162
Avg:
4.5 | pDev: 5.78%
Reviews:
134
Ratings:
1,064
Status:
Active
Rated:
Jun 14, 2025
Added:
Mar 10, 2015 by ThatsThatDude
Wants:
  229
Gots:
  130"
Bomb!,Prairie Artisan Ales,"You:
Not rated
From:
Prairie Artisan Ales
  Oklahoma, United States
Style:
American Imperial Stout
Ranked #48
ABV:
13%
Score:
99
Ranked #163
Avg:
4.49 | pDev: 8.24%
Reviews:
1,132
Ratings:
6,660
Status:
Active
Rated:
Aug 06, 2025
Added:
May 28, 2013 by MinorThreat
Wants:
  1,053
Gots:
  2,766"
Dorothy (Wine Barrel Aged),Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
Saison
Ranked #14
ABV:
7%
Score:
99
Ranked #164
Avg:
4.53 | pDev: 5.52%
Reviews:
36
Ratings:
288
Status:
Active
Rated:
Sep 01, 2025
Added:
Jul 06, 2016 by ThatsThatDude
Wants:
  43
Gots:
  24"
Pseudo Sue,Toppling Goliath Brewing Company,"You:
Not rated
From:
Toppling Goliath Brewing Company
  Iowa, United States
Style:
American Pale Ale
Ranked #6
ABV:
5.8%
Score:
99
Ranked #165
Avg:
4.49 | pDev: 7.57%
Reviews:
1,000
Ratings:
5,856
Status:
Active
Rated:
Sep 12, 2025
Added:
Aug 16, 2011 by emerge077
Wants:
  1,349
Gots:
  1,414"
Consecration,Russian River Brewing Company,"You:
Not rated
From:
Russian River Brewing Company
  California, United States
Style:
Wild Ale
Ranked #11
ABV:
10%
Score:
99
Ranked #166
Avg:
4.49 | pDev: 8.91%
Reviews:
1,233
Ratings:
5,638
Status:
Active
Rated:
Aug 30, 2025
Added:
Oct 30, 2008 by Gueuzedude
Wants:
  1,664
Gots:
  1,948"
Abrasive Ale,Surly Brewing Co.,"You:
Not rated
From:
Surly Brewing Co.
  Minnesota, United States
Style:
Imperial IPA
Ranked #12
ABV:
9.2%
Score:
99
Ranked #167
Avg:
4.49 | pDev: 7.8%
Reviews:
1,003
Ratings:
4,844
Status:
Active
Rated:
Apr 05, 2025
Added:
Dec 27, 2008 by Buebie
Wants:
  2,137
Gots:
  744"
Canuckley,Transient Artisan Ales,"You:
Not rated
From:
Transient Artisan Ales
  Michigan, United States
Style:
American Imperial Stout
Ranked #38
ABV:
14.5%
Score:
99
Ranked #168
Avg:
4.54 | pDev: 5.73%
Reviews:
37
Ratings:
229
Status:
Active
Rated:
Sep 14, 2025
Added:
Jun 01, 2018 by TreyIsWilson
Wants:
  38
Gots:
  14"
Double Dry Hopped Double Mosaic Daydream,Other Half Brewing - Center Street,"You:
Not rated
From:
Other Half Brewing - Center Street
  New York, United States
Style:
New England IPA
Ranked #40
ABV:
8.5%
Score:
99
Ranked #169
Avg:
4.51 | pDev: 5.76%
Reviews:
81
Ratings:
531
Status:
Active
Rated:
Aug 08, 2025
Added:
Jun 20, 2017 by ThatsThatDude
Wants:
  33
Gots:
  50"
Rocky Road - Bourbon Barrel-Aged,Angry Chair Brewing,"You:
Not rated
From:
Angry Chair Brewing
  Florida, United States
Style:
American Imperial Stout
Ranked #30
ABV:
11.5%
Score:
99
Ranked #170
Avg:
4.6 | pDev: 6.3%
Reviews:
11
Ratings:
107
Status:
Active
Rated:
May 10, 2025
Added:
Mar 09, 2018 by mig100
Wants:
  38
Gots:
  4"
Permanent Funeral,3 Floyds Brewing Co.,"You:
Not rated
From:
3 Floyds Brewing Co.
  Indiana, United States
Style:
Imperial IPA
Ranked #13
ABV:
10.5%
Score:
99
Ranked #171
Avg:
4.49 | pDev: 7.8%
Reviews:
438
Ratings:
3,276
Status:
Active
Rated:
Jul 27, 2025
Added:
Mar 25, 2013 by MasterSki
Wants:
  1,186
Gots:
  567"
Everett,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
American Porter
Ranked #1
ABV:
7.5%
Score:
99
Ranked #172
Avg:
4.49 | pDev: 7.35%
Reviews:
440
Ratings:
2,883
Status:
Active
Rated:
Aug 28, 2025
Added:
Aug 15, 2010 by Brad007
Wants:
  1,152
Gots:
  403"
Congress Street IPA,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
New England IPA
Ranked #42
ABV:
7.2%
Score:
99
Ranked #173
Avg:
4.49 | pDev: 6.24%
Reviews:
340
Ratings:
2,590
Status:
Active
Rated:
Sep 13, 2025
Added:
Oct 04, 2013 by TheAnk
Wants:
  651
Gots:
  605"
The Greenest Green,Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
New England IPA
Ranked #37
ABV:
8.8%
Score:
99
Ranked #174
Avg:
4.54 | pDev: 5.07%
Reviews:
40
Ratings:
211
Status:
Active
Rated:
Aug 20, 2025
Added:
Jun 10, 2022 by tigg924
Wants:
  7
Gots:
  14"
"Somewhere, Something Incredible Is Waiting To Be Known",Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
Sweet / Milk Stout
Ranked #3
ABV:
7.9%
Score:
99
Ranked #175
Avg:
4.51 | pDev: 5.99%
Reviews:
58
Ratings:
446
Status:
Active
Rated:
Aug 09, 2025
Added:
Nov 22, 2017 by DougAtlantis
Wants:
  42
Gots:
  62"
La Fosse,Side Project Brewing,"You:
Not rated
From:
Side Project Brewing
  Missouri, United States
Style:
Wild Ale
Ranked #10
ABV:
8%
Score:
99
Ranked #176
Avg:
4.51 | pDev: 7.1%
Reviews:
43
Ratings:
438
Status:
Active
Rated:
Jun 03, 2025
Added:
Jun 13, 2014 by Gonzoillini
Wants:
  254
Gots:
  42"
Mocha Wednesday,The Bruery,"You:
Not rated
From:
The Bruery
  California, United States
Style:
American Imperial Stout
Ranked #49
ABV:
19.9%
Score:
99
Ranked #177
Avg:
4.49 | pDev: 8.02%
Reviews:
150
Ratings:
1,506
Status:
Active
Rated:
Nov 27, 2024
Added:
Jan 08, 2014 by Chardman
Wants:
  824
Gots:
  481"
Adios Ghost,Monkish Brewing Co.,"You:
Not rated
From:
Monkish Brewing Co.
  California, United States
Style:
New England IPA
Ranked #34
ABV:
10.2%
Score:
99
Ranked #178
Avg:
4.61 | pDev: 4.77%
Reviews:
9
Ratings:
93
Status:
Active
Rated:
Aug 12, 2025
Added:
Dec 13, 2017 by TheCrowsEye
Wants:
  27
Gots:
  5"
Speedway Stout - Vietnamese Coffee - Rye Whiskey Barrel-Aged,AleSmith Brewing Company,"You:
Not rated
From:
AleSmith Brewing Company
  California, United States
Style:
American Imperial Stout
Ranked #37
ABV:
13.89%
Score:
99
Ranked #179
Avg:
4.57 | pDev: 3.94%
Reviews:
22
Ratings:
134
Status:
Active
Rated:
Sep 14, 2025
Added:
Apr 10, 2017 by StoutSnob40
Wants:
  19
Gots:
  17"
Cutting Tiles - Galaxy,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
New England IPA
Ranked #43
ABV:
8.5%
Score:
99
Ranked #180
Avg:
4.5 | pDev: 6.44%
Reviews:
87
Ratings:
615
Status:
Active
Rated:
Sep 18, 2024
Added:
Aug 16, 2016 by ThatsThatDude
Wants:
  57
Gots:
  73"
BDCS,Ozark Beer Co.,"You:
Not rated
From:
Ozark Beer Co.
  Arkansas, United States
Style:
Sweet / Milk Stout
Ranked #4
ABV:
10.2%
Score:
99
Ranked #181
Avg:
4.5 | pDev: 6%
Reviews:
128
Ratings:
575
Status:
Active
Rated:
Sep 10, 2025
Added:
Mar 22, 2015 by ARaces23
Wants:
  291
Gots:
  62"
Impermanence,Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
Sweet / Milk Stout
Ranked #5
ABV:
9.2%
Score:
99
Ranked #182
Avg:
4.5 | pDev: 6.22%
Reviews:
90
Ratings:
573
Status:
Active
Rated:
May 14, 2025
Added:
Dec 18, 2015 by Jason
Wants:
  42
Gots:
  63"
Barrel-Aged Silhouette,Lift Bridge Brewing Co.,"You:
Not rated
From:
Lift Bridge Brewing Co.
  Minnesota, United States
Style:
Russian Imperial Stout
Ranked #10
ABV:
11%
Score:
99
Ranked #183
Avg:
4.5 | pDev: 6.22%
Reviews:
82
Ratings:
551
Status:
Active
Rated:
Jul 31, 2023
Added:
Feb 11, 2013 by josephwa
Wants:
  302
Gots:
  89"
B-Bomb - Coconut,Fremont Brewing Company,"You:
Not rated
From:
Fremont Brewing Company
  Washington, United States
Style:
American Strong Ale
Ranked #2
ABV:
13%
Score:
99
Ranked #184
Avg:
4.51 | pDev: 5.54%
Reviews:
69
Ratings:
371
Status:
Active
Rated:
Aug 20, 2025
Added:
Dec 03, 2017 by EdwardAbbey
Wants:
  43
Gots:
  24"
KBS - Maple Mackinac Fudge,Founders Brewing Company,"You:
Not rated
From:
Founders Brewing Company
  Michigan, United States
Style:
American Imperial Stout
Ranked #54
ABV:
11%
Score:
99
Ranked #185
Avg:
4.49 | pDev: 7.57%
Reviews:
302
Ratings:
950
Status:
Active
Rated:
Jul 21, 2025
Added:
Jun 26, 2020 by DISKORD
Wants:
  34
Gots:
  66"
Darkness,Surly Brewing Co.,"You:
Not rated
From:
Surly Brewing Co.
  Minnesota, United States
Style:
Russian Imperial Stout
Ranked #12
ABV:
12%
Score:
99
Ranked #186
Avg:
4.48 | pDev: 8.71%
Reviews:
1,008
Ratings:
4,298
Status:
Active
Rated:
Aug 23, 2025
Added:
Oct 08, 2006 by ryantupy
Wants:
  3,283
Gots:
  1,582"
Damon,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
Russian Imperial Stout
Ranked #11
ABV:
10.5%
Score:
99
Ranked #187
Avg:
4.49 | pDev: 8.02%
Reviews:
137
Ratings:
907
Status:
Active
Rated:
Sep 14, 2025
Added:
Jan 09, 2012 by Jason
Wants:
  1,194
Gots:
  129"
DFPF,J. Wakefield Brewing,"You:
Not rated
From:
J. Wakefield Brewing
  Florida, United States
Style:
Berliner Weisse
Ranked #1
ABV:
7%
Score:
99
Ranked #188
Avg:
4.5 | pDev: 7.56%
Reviews:
63
Ratings:
507
Status:
Active
Rated:
Jun 14, 2025
Added:
Jan 05, 2015 by MasterSki
Wants:
  221
Gots:
  39"
Foggier Window,Monkish Brewing Co.,"You:
Not rated
From:
Monkish Brewing Co.
  California, United States
Style:
Imperial IPA
Ranked #14
ABV:
8.1%
Score:
99
Ranked #189
Avg:
4.51 | pDev: 5.76%
Reviews:
47
Ratings:
342
Status:
Active
Rated:
Aug 13, 2025
Added:
Oct 21, 2016 by vfgccp
Wants:
  70
Gots:
  17"
Crusher,The Alchemist,"You:
Not rated
From:
The Alchemist
  Vermont, United States
Style:
New England IPA
Ranked #45
ABV:
8%
Score:
99
Ranked #190
Avg:
4.48 | pDev: 7.14%
Reviews:
348
Ratings:
2,364
Status:
Active
Rated:
Aug 12, 2025
Added:
Jul 12, 2008 by Brad007
Wants:
  837
Gots:
  569"
Oude Geuze Cuvée Armand & Gaston,Brouwerij 3 Fonteinen,"You:
Not rated
From:
Brouwerij 3 Fonteinen
  Belgium
Style:
Gueuze
Ranked #5
ABV:
6.5%
Score:
99
Ranked #191
Avg:
4.49 | pDev: 5.79%
Reviews:
159
Ratings:
780
Status:
Active
Rated:
May 15, 2025
Added:
Jun 11, 2016 by cultclassic89
Wants:
  49
Gots:
  139"
Double Stack,Great Notion Brewing,"You:
Not rated
From:
Great Notion Brewing
  Oregon, United States
Style:
American Imperial Stout
Ranked #56
ABV:
11%
Score:
99
Ranked #192
Avg:
4.49 | pDev: 7.57%
Reviews:
148
Ratings:
766
Status:
Active
Rated:
Aug 21, 2025
Added:
Sep 05, 2015 by Great_Notion_Brewing
Wants:
  146
Gots:
  38"
Double Dry Hopped All Citra Everything,Other Half Brewing - Center Street,"You:
Not rated
From:
Other Half Brewing - Center Street
  New York, United States
Style:
New England IPA
Ranked #44
ABV:
8.5%
Score:
99
Ranked #193
Avg:
4.49 | pDev: 6.01%
Reviews:
132
Ratings:
744
Status:
Active
Rated:
Jul 31, 2025
Added:
Oct 27, 2016 by Zekenyce
Wants:
  50
Gots:
  71"
Hunahpu's Imperial Stout - Bourbon Barrel-Aged,Cigar City Brewing,"You:
Not rated
From:
Cigar City Brewing
  Florida, United States
Style:
American Imperial Stout
Ranked #50
ABV:
14.6%
Score:
99
Ranked #194
Avg:
4.5 | pDev: 6.67%
Reviews:
100
Ratings:
443
Status:
Active
Rated:
May 27, 2025
Added:
Dec 09, 2009 by tpd975
Wants:
  748
Gots:
  33"
Apple Brandy Barrel Noir,Prairie Artisan Ales,"You:
Not rated
From:
Prairie Artisan Ales
  Oklahoma, United States
Style:
American Imperial Stout
Ranked #61
ABV:
12%
Score:
99
Ranked #195
Avg:
4.48 | pDev: 7.14%
Reviews:
245
Ratings:
1,709
Status:
Active
Rated:
Nov 21, 2024
Added:
Dec 11, 2014 by ThatsThatDude
Wants:
  299
Gots:
  466"
Affogato,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
American Imperial Stout
Ranked #51
ABV:
13.3%
Score:
99
Ranked #196
Avg:
4.5 | pDev: 6%
Reviews:
51
Ratings:
438
Status:
Active
Rated:
Oct 13, 2024
Added:
Jul 25, 2017 by PhineasMcClintock
Wants:
  69
Gots:
  37"
Space Trace,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
American Imperial Stout
Ranked #52
ABV:
11.1%
Score:
99
Ranked #197
Avg:
4.5 | pDev: 6.22%
Reviews:
64
Ratings:
437
Status:
Active
Rated:
Jun 28, 2025
Added:
Mar 23, 2016 by Keananmichael5
Wants:
  133
Gots:
  49"
No Rules,Perrin Brewing Co.,"You:
Not rated
From:
Perrin Brewing Co.
  Michigan, United States
Style:
Imperial Porter
Ranked #8
ABV:
15%
Score:
99
Ranked #198
Avg:
4.48 | pDev: 7.81%
Reviews:
296
Ratings:
1,423
Status:
Active
Rated:
Jan 14, 2025
Added:
May 15, 2015 by Perrin_Brewing
Wants:
  340
Gots:
  412"
Hold On To Sunshine,Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
Sweet / Milk Stout
Ranked #6
ABV:
7.6%
Score:
99
Ranked #199
Avg:
4.49 | pDev: 6.68%
Reviews:
105
Ratings:
637
Status:
Active
Rated:
Aug 15, 2025
Added:
Sep 15, 2017 by DougAtlantis
Wants:
  50
Gots:
  76"
Sunday Brunch - Bourbon Barrel-Aged,Kane Brewing Company,"You:
Not rated
From:
Kane Brewing Company
  New Jersey, United States
Style:
Imperial Porter
Ranked #7
ABV:
11%
Score:
99
Ranked #200
Avg:
4.56 | pDev: 5.48%
Reviews:
17
Ratings:
132
Status:
Active
Rated:
Jul 19, 2025
Added:
Jan 05, 2018 by Britt
Wants:
  28
Gots:
  7"
Barrel Aged Bomb!,Prairie Artisan Ales,"You:
Not rated
From:
Prairie Artisan Ales
  Oklahoma, United States
Style:
American Imperial Stout
Ranked #62
ABV:
14.7%
Score:
99
Ranked #201
Avg:
4.48 | pDev: 6.03%
Reviews:
203
Ratings:
1,260
Status:
Active
Rated:
Dec 03, 2024
Added:
Oct 03, 2014 by tylerstravis
Wants:
  243
Gots:
  321"
Imperial German Chocolate Cupcake Stout,Angry Chair Brewing,"You:
Not rated
From:
Angry Chair Brewing
  Florida, United States
Style:
Sweet / Milk Stout
Ranked #7
ABV:
9.5%
Score:
99
Ranked #202
Avg:
4.5 | pDev: 6.44%
Reviews:
54
Ratings:
379
Status:
Active
Rated:
Friday at 06:30 PM
Added:
Jul 25, 2016 by mattreitz49
Wants:
  87
Gots:
  22"
Abt 12,Brouwerij Sint-Bernard (St. Bernardus),"You:
Not rated
From:
Brouwerij Sint-Bernard (St. Bernardus)
  Belgium
Style:
Quadrupel (Quad)
Ranked #3
ABV:
10%
Score:
99
Ranked #203
Avg:
4.47 | pDev: 9.17%
Reviews:
3,035
Ratings:
10,426
Status:
Active
Rated:
Aug 21, 2025
Added:
Oct 13, 2001 by Todd
Wants:
  918
Gots:
  2,936"
Affogato - Bourbon Barrel-Aged,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
American Imperial Stout
Ranked #46
ABV:
14.9%
Score:
99
Ranked #204
Avg:
4.53 | pDev: 6.4%
Reviews:
26
Ratings:
191
Status:
Active
Rated:
Dec 21, 2024
Added:
Feb 02, 2018 by PhineasMcClintock
Wants:
  42
Gots:
  15"
The Abyss,Deschutes Brewery,"You:
Not rated
From:
Deschutes Brewery
  Oregon, United States
Style:
American Imperial Stout
Ranked #65
ABV:
11.4%
Score:
99
Ranked #205
Avg:
4.47 | pDev: 9.4%
Reviews:
2,114
Ratings:
7,602
Status:
Active
Rated:
Yesterday at 07:35 PM
Added:
Dec 23, 2006 by Todd
Wants:
  3,003
Gots:
  3,956"
Leche Borracho,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
American Imperial Stout
Ranked #60
ABV:
11%
Score:
99
Ranked #206
Avg:
4.49 | pDev: 6.46%
Reviews:
82
Ratings:
500
Status:
Active
Rated:
Jul 26, 2025
Added:
May 04, 2014 by Smarty_Pints
Wants:
  141
Gots:
  82"
Abraxas,Perennial Artisan Ales,"You:
Not rated
From:
Perennial Artisan Ales
  Missouri, United States
Style:
American Imperial Stout
Ranked #66
ABV:
11.5%
Score:
99
Ranked #207
Avg:
4.47 | pDev: 7.61%
Reviews:
495
Ratings:
3,136
Status:
Active
Rated:
Aug 12, 2025
Added:
Dec 16, 2011 by jmvecchio1
Wants:
  1,190
Gots:
  811"
Stickee Monkee,Firestone Walker Brewing Co.,"You:
Not rated
From:
Firestone Walker Brewing Co.
  California, United States
Style:
Quadrupel (Quad)
Ranked #4
ABV:
12.3%
Score:
99
Ranked #208
Avg:
4.47 | pDev: 7.83%
Reviews:
448
Ratings:
3,004
Status:
Active
Rated:
Jul 29, 2025
Added:
Nov 07, 2010 by ThreeWiseMen
Wants:
  667
Gots:
  1,201"
Samuel Adams Utopias,Samuel Adams (Boston Beer Company),"You:
Not rated
From:
Samuel Adams (Boston Beer Company)
  Massachusetts, United States
Style:
American Strong Ale
Ranked #3
ABV:
28%
Score:
99
Ranked #209
Avg:
4.47 | pDev: 11.41%
Reviews:
623
Ratings:
2,851
Status:
Active
Rated:
Sep 08, 2025
Added:
Jul 09, 2005 by GClarkage
Wants:
  1,459
Gots:
  547"
Aurelian Lure,Jester King Brewery,"You:
Not rated
From:
Jester King Brewery
  Texas, United States
Style:
Wild Ale
Ranked #14
ABV:
5.4%
Score:
99
Ranked #210
Avg:
4.48 | pDev: 6.92%
Reviews:
62
Ratings:
801
Status:
Active
Rated:
Apr 04, 2025
Added:
Oct 17, 2013 by scotv
Wants:
  607
Gots:
  137"
Juicy,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
Saison
Ranked #16
ABV:
7.4%
Score:
99
Ranked #211
Avg:
4.48 | pDev: 6.25%
Reviews:
125
Ratings:
788
Status:
Active
Rated:
Aug 25, 2025
Added:
Nov 20, 2012 by MasterSki
Wants:
  703
Gots:
  86"
Darkstar November,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
Russian Imperial Stout
Ranked #13
ABV:
15.3%
Score:
99
Ranked #212
Avg:
4.48 | pDev: 5.8%
Reviews:
120
Ratings:
788
Status:
Active
Rated:
Jul 24, 2025
Added:
Oct 25, 2014 by UCLABrewN84
Wants:
  191
Gots:
  184"
Trappist Westvleteren 8 (VIII),Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),"You:
Not rated
From:
Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)
  Belgium
Style:
Dubbel
Ranked #1
ABV:
8%
Score:
99
Ranked #213
Avg:
4.47 | pDev: 8.05%
Reviews:
878
Ratings:
2,416
Status:
Active
Rated:
Aug 27, 2025
Added:
Jun 02, 2001 by Todd
Wants:
  1,491
Gots:
  494"
